// Test
// Facts about Wikipedia instances, derived from the Wikipedia categories, still to be translated
// INTERNAL

<id_1ya05qi_phb_bvk8nj>	<de/Alan_Smithee>	<hasWikiCategory>	<de/wikicat_Fiktive_Person>
<id_1ya05qi_phb_q5s41p>	<de/Alan_Smithee>	<hasWikiCategory>	<de/wikicat_Pseudonym>
<id_1ya05qi_phb_sj0uyw>	<de/Alan_Smithee>	<hasWikiCategory>	<de/wikicat_Sammelpseudonym>
<id_1ya05qi_phb_h43z4n>	<de/Alan_Smithee>	<hasWikiCategory>	<de/wikicat_Werk_von_Alan_Smithee>
<id_1cae7a1_phb_111xmj3>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Taiwanischer_Künstler>
<id_1cae7a1_phb_1fmsccz>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Drehbuchautor>
<id_1cae7a1_phb_1iy93fm>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Filmregisseur>
<id_1cae7a1_phb_5f4caa>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Oscarpreisträger>
<id_1cae7a1_phb_cnk4vy>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Golden-Globe-Preisträger>
<id_1cae7a1_phb_7dmgkc>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Taiwaner>
<id_1cae7a1_phb_1no6xvh>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Geboren_1954>
<id_1cae7a1_phb_5a8b0b>	<de/Ang_Lee>	<hasWikiCategory>	<de/wikicat_Mann>
<id_43ixq_phb_tbvu29>	<de/Anschluss_(Soziologie)>	<hasWikiCategory>	<de/wikicat_Soziologische_Systemtheorie>
<id_1na8y7p_phb_lqmdb3>	<de/Aussagenlogik>	<hasWikiCategory>	<de/wikicat_Logik>
<id_1na8y7p_phb_1nlw4i4>	<de/Aussagenlogik>	<hasWikiCategory>	<de/wikicat_Sprachphilosophie>
<id_1e250cu_phb_lkoqho>	<de/Liste_von_Autoren/A>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250cu_phb_pyskyl>	<de/Liste_von_Autoren/A>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250d1_phb_lkoqho>	<de/Liste_von_Autoren/H>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250d1_phb_pyskyl>	<de/Liste_von_Autoren/H>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250cw_phb_lkoqho>	<de/Liste_von_Autoren/C>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250cw_phb_pyskyl>	<de/Liste_von_Autoren/C>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250d2_phb_lkoqho>	<de/Liste_von_Autoren/I>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250d2_phb_pyskyl>	<de/Liste_von_Autoren/I>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250d4_phb_lkoqho>	<de/Liste_von_Autoren/K>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250d4_phb_pyskyl>	<de/Liste_von_Autoren/K>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250d3_phb_lkoqho>	<de/Liste_von_Autoren/J>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250d3_phb_pyskyl>	<de/Liste_von_Autoren/J>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250df_phb_lkoqho>	<de/Liste_von_Autoren/V>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250df_phb_pyskyl>	<de/Liste_von_Autoren/V>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250d0_phb_lkoqho>	<de/Liste_von_Autoren/G>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250d0_phb_pyskyl>	<de/Liste_von_Autoren/G>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250dg_phb_lkoqho>	<de/Liste_von_Autoren/W>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250dg_phb_pyskyl>	<de/Liste_von_Autoren/W>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250cv_phb_lkoqho>	<de/Liste_von_Autoren/B>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250cv_phb_pyskyl>	<de/Liste_von_Autoren/B>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250cx_phb_lkoqho>	<de/Liste_von_Autoren/D>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250cx_phb_pyskyl>	<de/Liste_von_Autoren/D>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250dc_phb_lkoqho>	<de/Liste_von_Autoren/S>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250dc_phb_pyskyl>	<de/Liste_von_Autoren/S>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250dd_phb_lkoqho>	<de/Liste_von_Autoren/T>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250dd_phb_pyskyl>	<de/Liste_von_Autoren/T>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
<id_1e250d6_phb_lkoqho>	<de/Liste_von_Autoren/M>	<hasWikiCategory>	<de/wikicat_Autor>
<id_1e250d6_phb_pyskyl>	<de/Liste_von_Autoren/M>	<hasWikiCategory>	<de/wikicat_Wikipedia:Liste>
