// Test
// Facts of infobox to be redirected and type-checked
// INTERNAL

<id_y9qq7a_789_2yccfx>	<Campania>	<hasCapital>	"Naples"
<id_y9qq7a_l7i_l2w2vm>	<Campania>	<hasNumberOfPeople>	"882-##-##"^^xsd:date
<id_y9qq7a_l7i_53t9bs>	<Campania>	<hasNumberOfPeople>	"954-##-##"^^xsd:date
<id_y9qq7a_l7i_1nx0f7z>	<Campania>	<hasNumberOfPeople>	"5954882"^^xsd:integer
<id_y9qq7a_ice_j36i5p>	<Campania>	<hasWebsite>	<http://www.regione.campania.it>
<id_y9qq7a_ice_nhp74y>	<Campania>	<hasWebsite>	<http://www.regione.campania.it/>
<id_1gaoy63_10x_caev3y>	<Carlo_Azeglio_Ciampi>	<graduatedFrom>	<University_of_Pisa>
<id_1gaoy63_10x_1l4ebzn>	<Carlo_Azeglio_Ciampi>	<graduatedFrom>	"Scuola Normale Superiore di Pisa"
<id_1gaoy63_10x_16ade8u>	<Carlo_Azeglio_Ciampi>	<graduatedFrom>	"University of Pisa"
<id_1gaoy63_10x_f0rgut>	<Carlo_Azeglio_Ciampi>	<graduatedFrom>	<Scuola_Normale_Superiore_di_Pisa>
<id_1gaoy63_1xk_zik115>	<Carlo_Azeglio_Ciampi>	<wasBornOnDate>	"9"^^xsd:integer
<id_1gaoy63_1xk_1k1xbta>	<Carlo_Azeglio_Ciampi>	<wasBornOnDate>	"1920-12-09"^^xsd:date
<id_1gaoy63_1xk_zjgiue>	<Carlo_Azeglio_Ciampi>	<wasBornOnDate>	"1920"^^xsd:integer
<id_1gaoy63_1xk_zik275>	<Carlo_Azeglio_Ciampi>	<wasBornOnDate>	"12"^^xsd:integer
<id_1gaoy63_oyl_1u3k2jh>	<Carlo_Azeglio_Ciampi>	<wasBornIn>	"Livorno"
<id_1gaoy63_oyl_1u3k2jh>	<Carlo_Azeglio_Ciampi>	<wasBornIn>	<Livorno>
<id_1gaoy63_tje_1i5qu8j>	<Carlo_Azeglio_Ciampi>	<isCitizenOf>	"Italians"
<id_1gaoy63_tje_1i5qu8j>	<Carlo_Azeglio_Ciampi>	<isCitizenOf>	<Italians>
<id_1gaoy63_1s2_fg6b7r>	<Carlo_Azeglio_Ciampi>	<isAffiliatedTo>	"1943-##-##"^^xsd:date
<id_1gaoy63_1s2_zjgiw7>	<Carlo_Azeglio_Ciampi>	<isAffiliatedTo>	"1943"^^xsd:integer
<id_1gaoy63_1s2_1uv4bka>	<Carlo_Azeglio_Ciampi>	<isAffiliatedTo>	"Action Party (Italy)"
<id_1gaoy63_1s2_zjgiwb>	<Carlo_Azeglio_Ciampi>	<isAffiliatedTo>	"1947"^^xsd:integer
<id_1gaoy63_1s2_6diydo>	<Carlo_Azeglio_Ciampi>	<isAffiliatedTo>	<Action_Party_(Italy)>
<id_1gaoy63_1s2_34ne4r>	<Carlo_Azeglio_Ciampi>	<isAffiliatedTo>	"1947-##-##"^^xsd:date
<id_1gaoy63_88c_1kbo50g>	<Carlo_Azeglio_Ciampi>	rdf:type	<wordnet_politician_110451263>
<id_1gaoy63_88c_neqgof>	<Carlo_Azeglio_Ciampi>	rdf:type	"Economist"
<id_1gaoy63_88c_vmaehw>	<Carlo_Azeglio_Ciampi>	rdf:type	"Politician"
<id_1gaoy63_88c_1x9tonu>	<Carlo_Azeglio_Ciampi>	rdf:type	<wordnet_economist_110043643>
<id_1gaoy63_16x_38lj4w>	<Carlo_Azeglio_Ciampi>	<isMarriedTo>	<Franca_Pilla>
<id_1gaoy63_16x_18fve9r>	<Carlo_Azeglio_Ciampi>	<isMarriedTo>	"Franca Pilla"
<id_7r55ul_z7a_10ot5dv>	<Forza_Italia>	<isLocatedIn>	"Italy"
<id_7r55ul_siu_zik27b>	<Forza_Italia>	<wasCreatedOnDate>	"18"^^xsd:integer
<id_7r55ul_siu_wdv4o9>	<Forza_Italia>	<wasCreatedOnDate>	"1994-01-18"^^xsd:date
<id_7r55ul_siu_zjgj0j>	<Forza_Italia>	<wasCreatedOnDate>	"1994"^^xsd:integer
<id_iijrrd_1c7_7r55ul>	"Giulio Tremonti"	<isLeaderOf>	<Forza_Italia>
<id_1bclsii_1c7_7r55ul>	<Giulio_Tremonti>	<isLeaderOf>	<Forza_Italia>
<id_wz05y3_1c7_7r55ul>	<Silvio_Berlusconi>	<isLeaderOf>	<Forza_Italia>
<id_1lnglgo_1c7_7r55ul>	"Silvio Berlusconi"	<isLeaderOf>	<Forza_Italia>
<id_1qqn7vt_10x_1jc7hwh>	<Gianfranco_Fini>	<graduatedFrom>	<La_Sapienza>
<id_1qqn7vt_10x_kp7eaq>	<Gianfranco_Fini>	<graduatedFrom>	"La Sapienza"
<id_1qqn7vt_1xk_tssrwn>	<Gianfranco_Fini>	<wasBornOnDate>	"1952-01-03"^^xsd:date
<id_1qqn7vt_1xk_zik10z>	<Gianfranco_Fini>	<wasBornOnDate>	"3"^^xsd:integer
<id_1qqn7vt_1xk_zik10x>	<Gianfranco_Fini>	<wasBornOnDate>	"1"^^xsd:integer
<id_1qqn7vt_1xk_zjgix1>	<Gianfranco_Fini>	<wasBornOnDate>	"1952"^^xsd:integer
<id_1qqn7vt_oyl_10ot5dv>	<Gianfranco_Fini>	<wasBornIn>	"Italy"
<id_1qqn7vt_oyl_10ot5dv>	<Gianfranco_Fini>	<wasBornIn>	<Italy>
<id_1qqn7vt_11e_17xhq7m>	<Gianfranco_Fini>	<hasChild>	<Carolina_Fini>
<id_1qqn7vt_11e_ydoau1>	<Gianfranco_Fini>	<hasChild>	<Giuliana_Fini>
